200	6.897	7.56395	0.00011495	3.86551e-06	0.984167	0	0	0.001
300	14.009	15.7767	0.000233483	8.98339e-06	0.9662	0	3	0.002
400	20.998	25.8478	0.000349967	1.23581e-05	0.948133	0	7	0.001
500	24.848	26.7777	0.000414133	1.34615e-05	0.9387	0	11	0.002
600	26.235	26.0678	0.00043725	1.40683e-05	0.932833	0	13	0.001
700	24.064	26.086	0.000401067	1.67996e-05	0.9396	0	11	0.002
800	29.958	30.5828	0.0004993	2.12426e-05	0.9263	0	16	0.003
900	29.297	28.4392	0.000488283	2.13833e-05	0.925933	0	13	0.001
1000	32.15	28.2337	0.000535833	2.06824e-05	0.925433	0	16	0.001
1100	30.658	32.2953	0.000510967	1.9598e-05	0.921667	0	15	0.001
1200	30.224	28.8166	0.000503733	2.01492e-05	0.9255	0	12	0.002
1300	33.389	30.9566	0.000556483	1.96078e-05	0.917133	0	16	0.001
1400	31.996	36.8829	0.000533267	2.16942e-05	0.920833	0	15	0.003
1500	30.72	28.9425	0.000512	1.94098e-05	0.9257	0	14	0.002
1600	29.982	30.1859	0.0004997	1.49564e-05	0.924367	0	14	0.001
1700	28.122	28.2814	0.0004687	1.53748e-05	0.928633	0	14	0.002
1800	26.388	32.0555	0.0004398	1.26974e-05	0.9328	0	11	0.002
1900	27.467	26.3733	0.000457783	1.34171e-05	0.930133	0	7	0.001
2000	27.724	29.7296	0.000462067	1.49149e-05	0.930867	0	12	0.002
2100	30.566	30.6743	0.000509433	1.74309e-05	0.9251	0	14	0.001
2200	28.734	27.8711	0.0004789	1.55471e-05	0.9297	0	14	0.002
2300	29.932	28.1856	0.000498867	1.73397e-05	0.925667	0	16	0.002
2400	28.701	32.6963	0.00047835	1.79799e-05	0.929133	0	14	0.002
2500	29.502	30.8368	0.0004917	1.52863e-05	0.927433	0	13	0.001
2600	30.614	32.7718	0.000510233	1.80105e-05	0.923233	0	16	0.001
2700	30.503	28.014	0.000508383	1.77024e-05	0.923767	0	16	0.004
2800	30.249	32.4474	0.00050415	1.65908e-05	0.925167	0	13	0.001
2900	29.24	30.2306	0.000487333	1.55916e-05	0.9297	0	15	0.002
3000	29.899	29.5003	0.000498317	1.60585e-05	0.9234	0	14	0.001
3100	31.24	29.642	0.000520667	2.02091e-05	0.923933	0	16	0.001
3200	33.1	30.4965	0.000551667	1.99206e-05	0.9173	0	18	0.001
3300	28.111	31.9927	0.000468517	1.53708e-05	0.9298	0	13	0.002
3400	26.945	28.036	0.000449083	1.40702e-05	0.933067	0	12	0.001
100	3.274	3.61854	5.45667e-05	1.68725e-06	0.9922	0	0	0.054
200	6.219	6.958	0.00010365	4.33504e-06	0.9853	0	0	0.002
300	12.381	12.3282	0.00020635	7.86662e-06	0.9706	0	4	0.007
400	18.119	21.6465	0.000301983	8.99595e-06	0.954133	0	6	0.002
500	22.541	25.2316	0.000375683	1.22634e-05	0.9443	0	8	0.002
600	25.576	23.2295	0.000426267	1.30142e-05	0.939533	0	11	0.001
700	29.25	29.7132	0.0004875	1.85893e-05	0.9281	0	16	0.004
800	31.5	31.7738	0.000525	1.83764e-05	0.923467	0	15	0.002
900	27.496	30.5846	0.000458267	1.63991e-05	0.9305	0	11	0.001
1000	27.143	25.1777	0.000452383	1.83766e-05	0.932467	0	15	0.003
1100	29.042	30.3946	0.000484033	1.93269e-05	0.929467	0	13	0.002
1200	28.406	27.3725	0.000473433	1.54003e-05	0.928367	0	13	0.001
1300	28.478	28.0195	0.000474633	1.46975e-05	0.9287	0	14	0.001
1400	27.283	27.8448	0.000454717	1.60708e-05	0.933133	0	14	0.004
1500	28.421	27.7916	0.000473683	1.49994e-05	0.9322	0	13	0.002
1600	30.893	30.0556	0.000514883	1.86641e-05	0.9231	0	14	0.001
1700	29.486	30.0619	0.000491433	1.99779e-05	0.9268	0	11	0.001
1800	31.478	36.1236	0.000524633	1.87793e-05	0.921633	0	16	0.005
1900	28.061	31.7851	0.000467683	1.47471e-05	0.927633	0	11	0.001
2000	27.735	27.248	0.00046225	1.59038e-05	0.931433	0	16	0.008
2100	30.057	26.7105	0.00050095	1.76664e-05	0.926167	0	14	0.001
2200	30.52	32.8424	0.000508667	1.85566e-05	0.9229	0	13	0.001
100	24.0434	26.922	0.000400723	1.23286e-06	0.5565	0	7	0.0001
200	50.5025	56.3628	0.000841708	3.29378e-06	0.292867	0	25	0.0001
300	94.5174	106.762	0.00157529	6.63999e-06	0.099	0	60	0.0003
400	151.1	164.851	0.00251834	1.24418e-05	0.0242333	0	100	0.0001
500	204.04	206.053	0.00340067	2.56025e-05	0.00783333	0	151	0.0001
600	258.005	245.405	0.00430008	7.15233e-05	0.0032	0	199	0.0001
700	290.6	250.405	0.00484333	0.000246583	0.00176667	0	231	0.0002
800	314.746	319.565	0.00524577	0.000359587	0.00143333	0	252	0.0001
900	337.752	282.324	0.0056292	0.000662341	0.001	0	281	0.0001
1000	363.474	278.303	0.00605789	0.000926099	0.000666667	0.0001	307	0.0001
1100	397.161	285.428	0.00661936	0.00114312	0.000366667	0.0001	342	0.0001
1200	423.322	296.142	0.00705536	0.00141535	0.000533333	0.0003	354	0.0001
1300	452.49	298.856	0.00754149	0.00165865	0.0004	0.0004	384	0.0001
100	2.3473	2.72936	3.91217e-05	1.05982e-07	0.944333	0	0	0.1114
200	4.7056	5.63629	7.84267e-05	2.65812e-07	0.8895	0	0	0.0113
300	8.5898	9.79052	0.000143163	4.90186e-07	0.8074	0	0	0.0002
400	13.83	15.308	0.0002305	7.84094e-07	0.703567	0	1	0.0001
500	18.939	21.2974	0.00031565	1.07997e-06	0.615633	0	5	0.0003
600	22.5384	24.1131	0.00037564	1.20191e-06	0.5649	0	6	0.0001
700	25.8293	26.575	0.000430488	1.34614e-06	0.518367	0	10	0.0003
800	27.3012	29.6172	0.00045502	1.59437e-06	0.500967	0	9	0.0001
900	27.6869	28.3317	0.000461448	1.54984e-06	0.490333	0	11	0.0004
1000	27.2244	29.8368	0.00045374	1.52936e-06	0.492233	0	7	0.0001
1100	27.4889	29.126	0.000458148	1.54714e-06	0.4919	0	8	0.0001
1200	27.1671	29.1207	0.000452785	1.42924e-06	0.493433	0	10	0.0001
1300	26.7984	30.1644	0.00044664	1.52236e-06	0.497367	0	4	0.0001
1400	26.7674	30.3187	0.000446123	1.43627e-06	0.501367	0	8	0.0001
1500	26.7426	29.1919	0.00044571	1.48759e-06	0.497133	0	11	0.0004
1600	26.7252	28.8774	0.00044542	1.45113e-06	0.497767	0	8	0.0001
1700	27.0907	29.4654	0.000451512	1.4589e-06	0.491567	0	10	0.0003
1800	28.3991	29.465	0.000473318	1.54055e-06	0.4824	0	13	0.0005
1900	27.9434	28.2882	0.000465723	1.63057e-06	0.494967	0	11	0.0001
2000	27.4602	29.8218	0.00045767	1.53875e-06	0.490333	0	10	0.0002
2100	27.7446	30.4592	0.00046241	1.55431e-06	0.4873	0	9	0.0002
2200	28.03	29.8811	0.000467167	1.65578e-06	0.487733	0	10	0.0001
2300	28.6238	30.2653	0.000477063	1.66794e-06	0.483733	0	10	0.0002
2400	28.7122	31.5969	0.000478537	1.63665e-06	0.4726	0	11	0.0004
2500	28.2913	29.8956	0.000471522	1.58178e-06	0.483433	0	10	0.0002
2600	27.2381	29.0229	0.000453968	1.51777e-06	0.495967	0	8	0.0001
2700	28.219	29.0777	0.000470317	1.59011e-06	0.4814	0	11	0.0001
2800	28.1975	29.4154	0.000469958	1.53215e-06	0.4866	0	12	0.0004
2900	28.9884	30.5169	0.00048314	1.69369e-06	0.473733	0	12	0.0001
3000	28.4166	29.9232	0.00047361	1.64711e-06	0.482333	0	12	0.0005
3100	28.577	30.9814	0.000476283	1.60669e-06	0.4775	0	11	0.0004
3200	27.5325	29.2957	0.000458875	1.50272e-06	0.489133	0	10	0.0001
3300	27.5749	30.0406	0.000459582	1.58683e-06	0.489	0	8	0.0001
3400	28.2144	30.7975	0.00047024	1.63453e-06	0.483033	0	10	0.0002
3500	27.772	29.1057	0.000462867	1.57441e-06	0.4892	0	10	0.0001
3600	27.5704	29.1452	0.000459507	1.69171e-06	0.496667	0	11	0.0004
3700	28.0877	29.506	0.000468128	1.67155e-06	0.490933	0	9	0.0001
3800	28.2468	28.8534	0.00047078	1.63859e-06	0.4806	0	8	0.0001
3900	28.2673	30.7929	0.000471122	1.66779e-06	0.4784	0	9	0.0001
4000	28.2614	30.7607	0.000471023	1.58817e-06	0.488467	0	9	0.0001
4100	27.6342	28.9479	0.00046057	1.52798e-06	0.488233	0	10	0.0001
4200	28.0206	30.4814	0.00046701	1.6509e-06	0.488	0	7	0.0001
4300	27.6998	31.7481	0.000461663	1.59262e-06	0.487467	0	6	0.0001
4400	27.5782	28.6978	0.000459637	1.52399e-06	0.489867	0	11	0.0004
4500	28.4593	29.1505	0.000474322	1.64413e-06	0.4872	0	11	0.0001
4600	28.4351	28.6459	0.000473918	1.59138e-06	0.485367	0	10	0.0001
4700	27.7201	29.6637	0.000462002	1.57781e-06	0.488633	0	10	0.0001
4800	28.2073	29.2367	0.000470122	1.62489e-06	0.483567	0	10	0.0001
4900	27.8276	31.2822	0.000463793	1.59216e-06	0.485467	0	9	0.0001
5000	27.7331	29.4776	0.000462218	1.53286e-06	0.485367	0	12	0.0005
5100	28.298	28.8859	0.000471633	1.6117e-06	0.483633	0	10	0.0002
5200	28.0387	29.689	0.000467312	1.51095e-06	0.484933	0	7	0.0001
5300	26.996	30.0092	0.000449933	1.5205e-06	0.500167	0	10	0.0003
5400	26.7406	28.9746	0.000445677	1.48326e-06	0.497033	0	9	0.0001
5500	26.8644	29.422	0.00044774	1.40177e-06	0.4959	0	9	0.0001
5600	27.1125	29.2688	0.000451875	1.49754e-06	0.4933	0	10	0.0003
5700	27.5666	29.2345	0.000459443	1.57819e-06	0.4895	0	9	0.0001
5800	27.1072	29.5099	0.000451787	1.52736e-06	0.4942	0	10	0.0001
5900	27.1168	29.2639	0.000451947	1.53281e-06	0.4979	0	9	0.0003
6000	27.9557	30.5288	0.000465928	1.61118e-06	0.484033	0	10	0.0001
6100	28.292	30.8194	0.000471533	1.59738e-06	0.4827	0	10	0.0002
6200	27.8547	29.2415	0.000464245	1.56466e-06	0.489433	0	12	0.0005
6300	27.6963	28.1851	0.000461605	1.55678e-06	0.4906	0	9	0.0001
6400	28.622	29.0158	0.000477033	1.64335e-06	0.485167	0	10	0.0001
6500	27.8859	29.7575	0.000464765	1.61235e-06	0.486667	0	7	0.0001
6600	27.4624	30.1422	0.000457707	1.51917e-06	0.493067	0	8	0.0001
6700	27.6496	29.1741	0.000460827	1.5749e-06	0.4868	0	8	0.0001
6800	28.3376	28.6247	0.000472293	1.6135e-06	0.4809	0	11	0.0001
6900	28.5093	29.8459	0.000475155	1.65058e-06	0.481933	0	9	0.0001
7000	28.1829	29.0708	0.000469715	1.56246e-06	0.4838	0	8	0.0001
7100	27.7527	29.5249	0.000462545	1.58449e-06	0.486633	0	11	0.0002
7200	27.4186	27.7854	0.000456977	1.51665e-06	0.4942	0	11	0.0003
7300	27.553	28.3836	0.000459217	1.5876e-06	0.488267	0	10	0.0001
7400	27.7507	30.6468	0.000462512	1.56827e-06	0.4869	0	11	0.0002
7500	27.9779	28.4239	0.000466298	1.54375e-06	0.481333	0	10	0.0001
7600	27.6612	30.0628	0.00046102	1.52673e-06	0.4915	0	10	0.0001
7700	28.233	28.6008	0.00047055	1.5592e-06	0.483233	0	11	0.0001
7800	29.7797	30.9091	0.000496328	1.70343e-06	0.464033	0	12	0.0001
7900	28.7402	32.1921	0.000479003	1.66005e-06	0.476933	0	8	0.0001
8000	29.0426	30.8267	0.000484043	1.65629e-06	0.471867	0	12	0.0001
8100	28.6503	31.0295	0.000477505	1.65221e-06	0.479933	0	9	0.0001
8200	27.9435	29.9811	0.000465725	1.51547e-06	0.485867	0	10	0.0001
8300	27.5139	29.1327	0.000458565	1.50237e-06	0.492567	0	8	0.0001
8400	27.8536	28.477	0.000464227	1.63599e-06	0.4873	0	10	0.0001
8500	28.7308	29.3739	0.000478847	1.63848e-06	0.4772	0	12	0.0007
8600	28.2995	29.9496	0.000471658	1.63244e-06	0.484367	0	13	0.001
8700	28.3542	31.4163	0.00047257	1.61437e-06	0.4854	0	9	0.0001
8800	28.312	29.5934	0.000471867	1.63933e-06	0.4875	0	5	0.0001
8900	28.0267	28.8777	0.000467112	1.55755e-06	0.484867	0	11	0.0002
9000	28.6875	30.4141	0.000478125	1.62679e-06	0.476633	0	13	0.0009
9100	28.1358	29.7785	0.00046893	1.60743e-06	0.4864	0	10	0.0001
100	2.26	1.89598	3.76667e-05	6.32159e-06	0.9986	0	0	0.068
200	5.924	5.0183	9.87333e-05	1.85337e-05	0.9966	0	2	0.048
300	9.092	8.50957	0.000151533	1.61014e-05	0.994367	0	1	0.004
400	13.724	15.3573	0.000228733	2.22568e-05	0.991067	0	5	0.004
500	17.94	19.7835	0.000299	2.94264e-05	0.988967	0	8	0.008
600	25.044	18.1707	0.0004174	4.10435e-05	0.984133	0	13	0.004
700	27.72	30.4514	0.000462	4.62772e-05	0.9813	0	12	0.004
800	28.352	23.3776	0.000472533	4.82839e-05	0.9809	0	17	0.004
900	31	26.1124	0.000516667	5.87953e-05	0.980067	0	18	0.004
1000	35.376	31.8902	0.0005896	6.51116e-05	0.977233	0	23	0.004
1100	38.02	26.6462	0.000633667	7.31365e-05	0.975867	0	23	0.004
1200	34.328	33.8518	0.000572133	6.3366e-05	0.978067	0	20	0.008
1300	34.756	31.9362	0.000579267	6.93869e-05	0.9766	0	20	0.004
1400	34.072	34.2036	0.000567867	6.73683e-05	0.9781	0	16	0.004
1500	27.688	28.6573	0.000461467	4.43715e-05	0.981067	0	15	0.008
1600	32.016	33.1805	0.0005336	6.01471e-05	0.979133	0	16	0.008
1700	36.34	33.9924	0.000605667	9.15073e-05	0.978233	0	19	0.004
1800	41.192	33.9309	0.000686533	9.20987e-05	0.974667	0	25	0.004
1900	38.248	33.3278	0.000637467	7.81872e-05	0.976067	0	24	0.004
2000	35.452	30.1684	0.000590867	7.15969e-05	0.977633	0	18	0.004
2100	34.904	24.6173	0.000581733	5.39527e-05	0.978733	0	22	0.004
2200	38.84	31.9663	0.000647333	6.45887e-05	0.972667	0	27	0.008
2300	33.52	25.8329	0.000558667	6.48447e-05	0.9776	0	17	0.004
2400	33.804	29.2907	0.0005634	7.83368e-05	0.9784	0	20	0.004
2500	38.672	35.9643	0.000644533	9.55326e-05	0.976033	0	24	0.004
2600	38.32	37.6482	0.000638667	6.89085e-05	0.9736	0	21	0.004
2700	39.1	31.1265	0.000651667	8.16966e-05	0.9751	0	24	0.004
2800	34.06	31.4382	0.000567667	7.0769e-05	0.977167	0	21	0.004
2900	35.94	31.5747	0.000599	7.66962e-05	0.978333	0	21	0.004
3000	34.212	30.0151	0.0005702	5.58081e-05	0.976967	0	18	0.004
3100	34.752	32.2756	0.0005792	6.368e-05	0.977933	0	21	0.004
3200	34.14	33.3016	0.000569	6.15171e-05	0.9772	0	19	0.004
3300	34.94	25.9361	0.000582333	6.81838e-05	0.9771	0	24	0.012
3400	31.248	27.9784	0.0005208	6.213e-05	0.9809	0	17	0.004
3500	35.368	30.4182	0.000589467	5.35658e-05	0.976433	0	21	0.004
3600	33.216	33.2062	0.0005536	5.68506e-05	0.978167	0	21	0.008
3700	31.724	33.285	0.000528733	6.20397e-05	0.980367	0	15	0.004
3800	35.148	37.5242	0.0005858	5.73968e-05	0.976633	0	20	0.004
3900	37.08	50.7325	0.000618	7.53094e-05	0.9775	0	23	0.008
4000	35.212	27.1155	0.000586867	5.53794e-05	0.9754	0	20	0.004
4100	32.204	34.2032	0.000536733	5.11535e-05	0.977867	0	19	0.008
4200	30.608	33.7734	0.000510133	5.11463e-05	0.979133	0	17	0.004
4300	32.032	28.0632	0.000533867	5.74153e-05	0.9796	0	19	0.008
4400	37.952	34.5037	0.000632533	8.60366e-05	0.976667	0	25	0.004
4500	36.58	29.0237	0.000609667	6.73918e-05	0.976167	0	21	0.004
4600	34.472	33.198	0.000574533	5.48752e-05	0.975933	0	20	0.008
4700	33.892	25.7513	0.000564867	6.24834e-05	0.978	0	20	0.008
4800	32.584	33.8744	0.000543067	4.87104e-05	0.9783	0	18	0.004
4900	27.912	28.0404	0.0004652	4.0318e-05	0.981333	0	14	0.004
5000	29.984	35.1805	0.000499733	4.9593e-05	0.980267	0	17	0.004
5100	28.484	24.8853	0.000474733	4.76019e-05	0.9819	0	18	0.008
5200	29.716	26.2363	0.000495267	4.88373e-05	0.980333	0	16	0.004
5300	32.368	28.2737	0.000539467	5.29963e-05	0.9789	0	18	0.004
5400	32.444	39.1234	0.000540733	5.51293e-05	0.9777	0	14	0.004
5500	35.552	37.3969	0.000592533	5.54236e-05	0.976433	0	19	0.004
5600	32.596	29.543	0.000543267	5.21155e-05	0.978967	0	19	0.004
100	2.3673	2.57805	3.9455e-05	1.27911e-07	0.943167	0	0	0.1009
200	5.0486	5.35357	8.41433e-05	3.30977e-07	0.8829	0	0	0.0076
300	9.0179	9.45973	0.000150298	5.16664e-07	0.795533	0	1	0.0015
400	15.1724	15.5232	0.000252873	9.06258e-07	0.6878	0	3	0.0001
500	20.9113	21.3198	0.000348522	1.13539e-06	0.584833	0	6	0.0001
600	24.7823	25.9369	0.000413038	1.25722e-06	0.528133	0	8	0.0001
700	26.7794	27.4757	0.000446323	1.21792e-06	0.489167	0	4	0.0001
800	27.5657	28.6942	0.000459428	1.26995e-06	0.480933	0	9	0.0002
900	29.2864	30.0412	0.000488107	1.3323e-06	0.463067	0	11	0.0001
1000	28.9307	30.2581	0.000482178	1.31648e-06	0.4616	0	10	0.0001
1100	28.2511	29.344	0.000470852	1.26347e-06	0.4725	0	9	0.0002
1200	29.0179	30.1756	0.000483632	1.31039e-06	0.463667	0	11	0.0002
1300	29.4707	31.3307	0.000491178	1.30198e-06	0.452867	0	11	0.0001
1400	29.0369	29.5881	0.000483948	1.26363e-06	0.462867	0	10	0.0001
1500	28.6788	29.4642	0.00047798	1.32426e-06	0.471033	0	11	0.0001
1600	28.6889	29.5255	0.000478148	1.25791e-06	0.466433	0	9	0.0001
1700	28.8411	29.7242	0.000480685	1.28626e-06	0.464167	0	8	0.0001
1800	28.772	30.214	0.000479533	1.27817e-06	0.4675	0	12	0.0005
1900	29.1506	29.8561	0.000485843	1.30273e-06	0.4644	0	10	0.0001
2000	29.5592	30.3453	0.000492653	1.39511e-06	0.457633	0	10	0.0001
2100	29.2566	30.801	0.00048761	1.28892e-06	0.459933	0	9	0.0001
2200	29.5406	30.6762	0.000492343	1.30681e-06	0.456867	0	9	0.0001
2300	28.9927	30.4833	0.000483212	1.2645e-06	0.462933	0	11	0.0001
2400	28.5069	30.1798	0.000475115	1.24958e-06	0.4691	0	10	0.0001
2500	28.8053	29.6828	0.000480088	1.33082e-06	0.466033	0	10	0.0001
2600	28.6519	30.2355	0.000477532	1.27948e-06	0.4672	0	11	0.0001
2700	29.1898	28.8725	0.000486497	1.34213e-06	0.464667	0	11	0.0001
2800	29.7449	30.8893	0.000495748	1.34564e-06	0.4538	0	12	0.0002
2900	29.3424	30.1884	0.00048904	1.33371e-06	0.4582	0	11	0.0001
3000	28.8107	30.7245	0.000480178	1.22371e-06	0.463967	0	9	0.0001
3100	29.0711	28.7915	0.000484518	1.32967e-06	0.467167	0	9	0.0001
3200	28.7848	29.8357	0.000479747	1.22908e-06	0.462933	0	10	0.0001
3300	29.2426	30.7424	0.000487377	1.32225e-06	0.466133	0	10	0.0001
3400	28.9142	29.3198	0.000481903	1.27078e-06	0.4623	0	12	0.0002
3500	29.3228	30.7531	0.000488713	1.3124e-06	0.4552	0	11	0.0002
3600	28.9406	29.8865	0.000482343	1.28503e-06	0.467733	0	10	0.0002
3700	29.488	30.6913	0.000491467	1.29787e-06	0.460833	0	11	0.0001
3800	28.6322	30.3704	0.000477203	1.26322e-06	0.465833	0	9	0.0001
3900	29.3877	30.6485	0.000489795	1.31552e-06	0.4622	0	10	0.0001
4000	28.6119	29.5512	0.000476865	1.22866e-06	0.468433	0	10	0.0001
4100	28.4585	29.6544	0.000474308	1.31686e-06	0.470167	0	11	0.0002
4200	28.8096	29.2765	0.00048016	1.31984e-06	0.4626	0	11	0.0001
4300	29.2373	29.9196	0.000487288	1.3342e-06	0.4616	0	10	0.0001
4400	29.7344	30.3011	0.000495573	1.33458e-06	0.456533	0	12	0.0001
4500	29.572	29.9064	0.000492867	1.26091e-06	0.451933	0	11	0.0001
4600	30.0784	30.5199	0.000501307	1.36001e-06	0.452867	0	10	0.0001
4700	29.598	30.6241	0.0004933	1.28831e-06	0.452467	0	11	0.0001
4800	28.6661	29.1419	0.000477768	1.22648e-06	0.464067	0	11	0.0001
4900	28.4605	30.5221	0.000474342	1.27353e-06	0.472867	0	10	0.0001
5000	28.6886	29.3676	0.000478143	1.31837e-06	0.4629	0	11	0.0001
5100	29.5082	30.9042	0.000491803	1.36585e-06	0.462633	0	12	0.0004
5200	28.7636	28.6688	0.000479393	1.31596e-06	0.465867	0	12	0.0002
5300	29.0743	30.218	0.000484572	1.28399e-06	0.4671	0	12	0.0003
5400	29.1594	29.8412	0.00048599	1.31924e-06	0.462367	0	11	0.0001
5500	29.1042	29.2745	0.00048507	1.28625e-06	0.455533	0	11	0.0001
5600	29.0699	29.9386	0.000484498	1.26623e-06	0.4655	0	10	0.0001
5700	29.0403	29.0244	0.000484005	1.25996e-06	0.4595	0	12	0.0003
5800	29.7487	30.0178	0.000495812	1.3287e-06	0.454267	0	12	0.0003
5900	29.7621	31.414	0.000496035	1.39451e-06	0.455567	0	12	0.0003
6000	29.3542	30.2236	0.000489237	1.31599e-06	0.458233	0	10	0.0001
6100	28.6243	29.4257	0.000477072	1.25431e-06	0.464867	0	10	0.0001
6200	28.6137	28.976	0.000476895	1.25638e-06	0.4674	0	12	0.0005
6300	29.0159	29.3234	0.000483598	1.22085e-06	0.460733	0	10	0.0001
6400	28.8242	29.5428	0.000480403	1.25983e-06	0.460633	0	10	0.0001
6500	29.4981	29.832	0.000491635	1.28795e-06	0.46	0	9	0.0001
6600	29.0999	29.5611	0.000484998	1.27539e-06	0.461067	0	12	0.0003
6700	29.4129	30.8413	0.000490215	1.32303e-06	0.458567	0	11	0.0001
6800	28.9163	29.4466	0.000481938	1.26733e-06	0.463867	0	10	0.0001
6900	29.742	29.3386	0.0004957	1.4086e-06	0.465067	0	11	0.0001
7000	29.1585	29.8462	0.000485975	1.29975e-06	0.46	0	13	0.0003
7100	28.8534	29.1996	0.00048089	1.32136e-06	0.4694	0	13	0.0002
7200	28.3314	28.8949	0.00047219	1.24223e-06	0.472767	0	7	0.0001
7300	28.4311	29.5832	0.000473852	1.27218e-06	0.4674	0	11	0.0002
7400	29.4935	29.9732	0.000491558	1.28529e-06	0.459	0	9	0.0001
7500	29.085	30.9413	0.00048475	1.29963e-06	0.4654	0	9	0.0001
7600	28.9141	29.2794	0.000481902	1.29959e-06	0.465167	0	12	0.0001
7700	29.0014	30.1144	0.000483357	1.29543e-06	0.462333	0	11	0.0002
7800	29.1651	29.9718	0.000486085	1.29948e-06	0.4596	0	11	0.0001
7900	29.093	29.4865	0.000484883	1.32006e-06	0.4663	0	10	0.0001
8000	29.2989	29.7171	0.000488315	1.31552e-06	0.461533	0	10	0.0002
8100	28.3815	28.9479	0.000473025	1.21244e-06	0.467367	0	8	0.0001
8200	29.4441	30.5357	0.000490735	1.27908e-06	0.456233	0	9	0.0001
8300	29.2319	30.3878	0.000487198	1.27986e-06	0.4621	0	10	0.0002
8400	29.7576	31.3726	0.00049596	1.3501e-06	0.457	0	12	0.0004
8500	29.0206	28.9503	0.000483677	1.26768e-06	0.4697	0	12	0.0002
8600	29.146	30.0665	0.000485767	1.30755e-06	0.463	0	12	0.0001
8700	28.4436	30.066	0.00047406	1.21715e-06	0.462	0	10	0.0002
8800	28.5807	28.4977	0.000476345	1.26053e-06	0.4697	0	11	0.0003
8900	28.9094	29.5205	0.000481823	1.26849e-06	0.466267	0	10	0.0002
9000	29.0733	29.9501	0.000484555	1.29594e-06	0.4612	0	12	0.0002
9100	28.7672	29.1785	0.000479453	1.24139e-06	0.465933	0	10	0.0001
9200	29.7062	29.8923	0.000495103	1.35306e-06	0.450433	0	12	0.0001
9300	29.7085	29.8775	0.000495142	1.32797e-06	0.449467	0	10	0.0001
9400	29.0115	29.8352	0.000483525	1.3192e-06	0.464867	0	12	0.0003
9500	28.6901	30.3587	0.000478168	1.23153e-06	0.464	0	9	0.0001
9600	28.9478	29.2298	0.000482463	1.29209e-06	0.464167	0	11	0.0001
9700	29.1372	30.0984	0.00048562	1.37433e-06	0.463367	0	12	0.0004
9800	29.8434	30.0425	0.00049739	1.32276e-06	0.454233	0	11	0.0001
9900	29.4687	30.1704	0.000491145	1.34305e-06	0.454967	0	11	0.0001
10000	29.0028	29.9766	0.00048338	1.29916e-06	0.462167	0	11	0.0001
10100	29.2419	29.6978	0.000487365	1.33708e-06	0.460067	0	11	0.0001
10200	29.1824	29.7319	0.000486373	1.29593e-06	0.4627	0	9	0.0001
10300	28.3353	29.5784	0.000472255	1.20159e-06	0.468867	0	9	0.0001
10400	28.7971	31.1188	0.000479952	1.26124e-06	0.463033	0	11	0.0001
10500	28.0579	28.2592	0.000467632	1.27269e-06	0.472467	0	10	0.0001
10600	28.5949	28.2934	0.000476582	1.3087e-06	0.4693	0	10	0.0001
10700	28.6607	29.6069	0.000477678	1.24637e-06	0.465933	0	8	0.0001
10800	29.4956	30.4132	0.000491593	1.2846e-06	0.453333	0	10	0.0001
